Gender,Age,Marital Status,Employment Status,Level of Education,Regular Customer,Shopping frequency,E1,E2,E3,E4,C1,C2,C3,PS1,PS2,PS3,PE1,PE2,PE3,PE4,PE5,PE6,PPQ1,PPQ2,PPQ3,PPQ4,CT1,CT2,CT3,CT4,CT5,CT6,CT7,PV1,PV2,PV3,PI1,PI2,PI3,PI4
3,4,1,1,4,2,3,2,1,3,3,1,2,2,1,2,1,1,2,1,3,2,3,2,3,1,3,2,3,1,3,2,1,3,1,3,3,2,3,3,3
3,5,3,1,4,1,1,2,2,2,2,3,3,3,1,2,3,1,2,3,2,3,2,1,1,3,2,1,2,1,3,1,3,2,1,2,1,3,3,3,3
2,4,2,2,2,2,2,2,3,1,2,3,2,2,3,2,1,3,2,1,2,1,3,2,3,1,3,2,3,1,2,1,3,1,1,2,1,2,2,3,2
1,3,1,1,3,2,1,2,1,3,2,1,2,3,3,3,2,1,3,2,1,3,3,2,1,2,3,1,2,1,3,1,2,3,1,1,2,2,3,2,3
3,2,1,2,2,2,3,1,3,2,1,1,2,3,1,1,3,1,1,2,3,1,3,2,3,1,2,2,1,3,2,1,3,1,1,3,1,1,2,1,2
1,1,2,1,4,2,2,2,3,1,2,1,2,1,2,3,1,1,2,3,1,2,1,2,3,1,3,1,3,2,3,1,3,2,1,2,2,3,3,3,3
1,5,2,2,1,1,5,3,3,3,2,1,2,1,3,2,2,3,2,2,3,2,2,2,1,1,1,3,1,2,2,3,2,2,1,1,2,1,1,1,1
3,3,3,2,1,2,1,1,3,2,2,3,1,2,2,3,3,3,2,2,1,1,2,3,2,2,1,3,2,3,1,2,3,2,2,1,3,1,1,1,1
2,2,1,1,3,2,1,3,3,3,3,2,1,2,1,3,2,3,2,2,1,2,2,2,1,1,2,2,2,3,2,1,2,3,3,2,3,3,3,3,3
2,2,1,1,3,1,2,2,2,2,2,3,3,1,1,3,3,2,3,1,1,1,2,3,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3
1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,3,3,3,3,3,3
1,1,1,2,2,1,1,2,2,2,2,3,3,2,1,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3
1,1,1,2,2,1,3,2,2,2,3,1,3,1,2,3,1,1,3,2,1,2,2,3,2,2,3,1,1,2,3,2,2,2,1,3,2,3,3,3,3
2,4,2,1,4,1,4,2,3,2,2,1,2,2,3,3,2,1,3,2,2,3,1,2,3,2,2,3,2,2,3,1,3,2,3,2,2,3,3,3,3
3,1,1,2,5,1,5,1,1,2,1,1,2,3,2,2,3,1,3,1,3,3,3,1,1,2,3,1,2,1,2,3,3,1,1,3,1,3,3,3,3
1,2,2,1,3,2,5,1,3,1,3,1,1,3,1,1,3,1,2,1,3,3,1,1,3,2,1,3,3,2,3,1,3,3,1,3,1,1,1,1,1
2,4,2,1,3,1,3,1,3,1,3,1,1,2,1,1,1,1,1,1,2,3,3,1,1,1,1,1,3,3,3,2,1,3,1,1,1,2,2,2,2
2,1,1,2,2,1,3,3,3,2,2,1,3,3,1,1,3,3,1,1,1,1,2,1,1,1,1,3,3,2,3,3,2,1,2,1,1,2,3,3,2
